Text	Label
1st covid19 patient being discharged from daikundi hospital by pajhwok report on 23 march 2020 neili pajhwok the first of covid19 patent is set to be discharged from hospital in southwestern daikundi province an official said on monday public	INFORMATIVE
according to a pajhwok report on march 23 2020 the first covid19 patient is set to be discharged from a hospital in southwestern daikundi province an official announced on monday	INFORMATIVE
cps chicago public schools has its first confirmed case of #covidー19 at vaughn occupational high school my girls are 2 of 300000 cps students	INFORMATIVE
cps has its first confirmed #covidー19 case at vaughn occupational high schoolmy daughters are among the 300000 students in the chicago public schools system	INFORMATIVE
india sharp jump in #coronavirus cases in india in last 12 hours but it is still manageabledont jump the wirestay home be a hero defeat the #chinesevirus	UNINFORMATIVE
india has seen a sharp rise in #coronavirus cases over the past 12 hours but the situation remains manageabledont panic stay home and help beat the #chinesevirus	UNINFORMATIVE
bs history lesson swine flu 2009 obamas term killed 10000 americans 213000 to hospital sickened 50 million people 16 of us population influenza annually 36000 people die in usa coronavirus 12 confirmed deaths in usa 129 people infected	INFORMATIVE
just read that during obamas time the 2009 swine flu outbreak led to 10000 american deaths hospitalized 213000 and infected around 50 millionnearly 16 of the population on average the flu kills about 36000 people yearly in the us meanwhile coronavirus has caused 12 confirmed deaths in the us with 129 infections so far	INFORMATIVE
us has over 2600 active cases of #covidー19 with more than 60 deaths us might eventually be the first country to find a drug but as the old saying goes prevention is indeed better than cure here its commendable how proactive the govt has been in dealing with the situation	INFORMATIVE
the us currently has more than 2600 active #covidー19 cases and over 60 deaths while the country may ultimately be the first to discover a treatment prevention remains crucial its impressive how proactive the government has been in handling the outbreak	INFORMATIVE
germany has 24 806 cases of #covid19 the german government has banned public gatherings of more than two people to help prevent the spread of the #coronavirusoutbreak #coronavirusinsouthafrica #covid_19sa	INFORMATIVE
germany reports 24806 cases of #covid19 prompting the government to restrict public gatherings to no more than two people in an effort to curb the spread of the #coronavirusoutbreak #coronavirusinsouthafrica #covid_19sa	INFORMATIVE
i know i might be perceived as extreme but without a shred of emotion i would suggest diz men get traced court martialed and killed at gun point #moneyheist4 #mimicmercyilekechallenge #covid19 #covid19nigeria #coronavirus #army #coas #drake #lacasadepapel4 #nigeriaarmy	UNINFORMATIVE
i know i might come off as extreme but without any emotion id suggest these men be tracked down courtmartialed and executed by firing squad #moneyheist4 #mimicmercyilekechallenge #covid19 #covid19nigeria #coronavirus #army #coas #drake #lacasadepapel4 #nigeriaarmy	UNINFORMATIVE
#covid19 six people from telangana who attended a religious congregation in delhis nizamuddin between march 13 and 15 died due to novel coronavirus #telangana #nizamuddin #coronavirusinindia	INFORMATIVE
six individuals from telangana who participated in a religious gathering at delhis nizamuddin between march 13 and 15 have succumbed to the novel coronavirus #covid19 #telangana #nizamuddin #coronavirusinindia	INFORMATIVE
it is the mafia that wants to screw the current world economic order covid19 and climate change are just two of the many means	UNINFORMATIVE
its the mafia that aims to disrupt the existing global economic systemcovid19 and climate change are just two of many tools they use	UNINFORMATIVE
colombo crimes division has launched investigations over the statements made by former mps rajitha senarathne sarath fonseka regarding #coronavirus #lka #srilanka #covid19	UNINFORMATIVE
the colombo crimes division has begun investigating the statements made by former mps rajitha senarathne and sarath fonseka concerning #coronavirus #lka #srilanka #covid19	UNINFORMATIVE
in ontario we had one nursing home where 12 patients died in a week all supposedly from coronavirus our premier gas also given an order nursing homes arent to send elderly to hospital	INFORMATIVE
in ontario there was a nursing home where 12 residents died within a week all reportedly due to coronavirus and the premier has also issued an order preventing nursing homes from sending elderly patients to hospitals	INFORMATIVE
international business times#singer #sara bareilles says she has recovered from covid19 sara bareilles surprised fans with her announcement that she had covid19 but has since recovered	INFORMATIVE
sara bareilles revealed shes recovered from covid19 surprising fans with the news that she had contracted the virus but is now feeling better	INFORMATIVE
indian prime minister narendra modi has announced an extension of the nationwide lockdown till may 3 as the number of covid19 cases crossed 10000	INFORMATIVE
